t_s,H_m,v_m_s,y_m,theta_rad,omega_rad_s
10.130000,513.084500,101.300000,0.057644,-0.025045,-0.006504
10.140000,514.098000,101.400000,0.032231,-0.025110,-0.006493
10.150000,515.112500,101.500000,0.006726,-0.025175,-0.006481
10.160000,516.128000,101.600000,-0.018869,-0.025240,-0.006470
10.170000,517.144500,101.700000,-0.044555,-0.025304,-0.006458
10.180000,518.162000,101.800000,-0.070333,-0.025369,-0.006446
10.190000,519.180500,101.900000,-0.096201,-0.025433,-0.006435
10.200000,520.200000,102.000000,-0.122160,-0.025498,-0.006423
10.210000,521.220500,102.100000,-0.148210,-0.025562,-0.006411
10.220000,522.242000,102.200000,-0.174351,-0.025626,-0.006399
10.230000,523.264500,102.300000,-0.200584,-0.025690,-0.006388
10.240000,524.288000,102.400000,-0.226907,-0.025754,-0.006376
10.250000,525.312500,102.500000,-0.253321,-0.025817,-0.006364
10.260000,526.338000,102.600000,-0.279826,-0.025881,-0.006352
10.270000,527.364500,102.700000,-0.306423,-0.025944,-0.006340
10.280000,528.392000,102.800000,-0.333110,-0.026008,-0.006328
10.290000,529.420500,102.900000,-0.359888,-0.026071,-0.006316
10.300000,530.450000,103.000000,-0.386758,-0.026134,-0.006304
10.310000,531.480500,103.100000,-0.413718,-0.026197,-0.006292
10.320000,532.512000,103.200000,-0.440770,-0.026260,-0.006280
10.330000,533.544500,103.300000,-0.467912,-0.026322,-0.006268
10.340000,534.578000,103.400000,-0.495146,-0.026385,-0.006255
10.350000,535.612500,103.500000,-0.522470,-0.026448,-0.006243
10.360000,536.648000,103.600000,-0.549886,-0.026510,-0.006231
10.370000,537.684500,103.700000,-0.577392,-0.026572,-0.006219
10.380000,538.722000,103.800000,-0.604990,-0.026634,-0.006206
10.390000,539.760500,103.900000,-0.632679,-0.026696,-0.006194
10.400000,540.800000,104.000000,-0.660459,-0.026758,-0.006182
10.410000,541.840500,104.100000,-0.688329,-0.026820,-0.006169
10.420000,542.882000,104.200000,-0.716291,-0.026882,-0.006157
10.430000,543.924500,104.300000,-0.744344,-0.026943,-0.006144
10.440000,544.968000,104.400000,-0.772488,-0.027005,-0.006132
10.450000,546.012500,104.500000,-0.800723,-0.027066,-0.006119
10.460000,547.058000,104.600000,-0.829048,-0.027127,-0.006107
10.470000,548.104500,104.700000,-0.857465,-0.027188,-0.006094
10.480000,549.152000,104.800000,-0.885973,-0.027249,-0.006082
10.490000,550.200500,104.900000,-0.914572,-0.027310,-0.006069
10.500000,551.250000,105.000000,-0.943261,-0.027370,-0.006056
10.510000,552.300500,105.100000,-0.972042,-0.027431,-0.006043
10.520000,553.352000,105.200000,-1.000913,-0.027491,-0.006031
10.530000,554.404500,105.300000,-1.029876,-0.027551,-0.006018
10.540000,555.458000,105.400000,-1.058929,-0.027611,-0.006005
10.550000,556.512500,105.500000,-1.088073,-0.027671,-0.005992
10.560000,557.568000,105.600000,-1.117308,-0.027731,-0.005979
10.570000,558.624500,105.700000,-1.146634,-0.027791,-0.005966
10.580000,559.682000,105.800000,-1.176051,-0.027851,-0.005953
10.590000,560.740500,105.900000,-1.205558,-0.027910,-0.005940
10.600000,561.800000,106.000000,-1.235157,-0.027969,-0.005927
10.610000,562.860500,106.100000,-1.264846,-0.028029,-0.005914
10.620000,563.922000,106.200000,-1.294626,-0.028088,-0.005901
10.630000,564.984500,106.300000,-1.324496,-0.028147,-0.005888
10.640000,566.048000,106.400000,-1.354457,-0.028205,-0.005875
10.650000,567.112500,106.500000,-1.384509,-0.028264,-0.005862
10.660000,568.178000,106.600000,-1.414652,-0.028323,-0.005849
10.670000,569.244500,106.700000,-1.444885,-0.028381,-0.005835
10.680000,570.312000,106.800000,-1.475209,-0.028439,-0.005822
10.690000,571.380500,106.900000,-1.505624,-0.028498,-0.005809
10.700000,572.450000,107.000000,-1.536129,-0.028556,-0.005796
10.710000,573.520500,107.100000,-1.566724,-0.028613,-0.005782
10.720000,574.592000,107.200000,-1.597410,-0.028671,-0.005769
10.730000,575.664500,107.300000,-1.628187,-0.028729,-0.005755
10.740000,576.738000,107.400000,-1.659054,-0.028786,-0.005742
10.750000,577.812500,107.500000,-1.690011,-0.028844,-0.005728
10.760000,578.888000,107.600000,-1.721059,-0.028901,-0.005715
10.770000,579.964500,107.700000,-1.752197,-0.028958,-0.005701
10.780000,581.042000,107.800000,-1.783426,-0.029015,-0.005688
10.790000,582.120500,107.900000,-1.814745,-0.029072,-0.005674
10.800000,583.200000,108.000000,-1.846154,-0.029128,-0.005660
10.810000,584.280500,108.100000,-1.877653,-0.029185,-0.005647
10.820000,585.362000,108.200000,-1.909243,-0.029241,-0.005633
10.830000,586.444500,108.300000,-1.940922,-0.029298,-0.005619
10.840000,587.528000,108.400000,-1.972692,-0.029354,-0.005606
10.850000,588.612500,108.500000,-2.004552,-0.029410,-0.005592
10.860000,589.698000,108.600000,-2.036502,-0.029466,-0.005578
10.870000,590.784500,108.700000,-2.068542,-0.029521,-0.005564
10.880000,591.872000,108.800000,-2.100672,-0.029577,-0.005550
10.890000,592.960500,108.900000,-2.132892,-0.029632,-0.005536
10.900000,594.050000,109.000000,-2.165202,-0.029688,-0.005522
10.910000,595.140500,109.100000,-2.197601,-0.029743,-0.005508
10.920000,596.232000,109.200000,-2.230091,-0.029798,-0.005494
10.930000,597.324500,109.300000,-2.262670,-0.029853,-0.005480
10.940000,598.418000,109.400000,-2.295339,-0.029907,-0.005466
10.950000,599.512500,109.500000,-2.328097,-0.029962,-0.005452
10.960000,600.608000,109.600000,-2.360945,-0.030016,-0.005438
10.970000,601.704500,109.700000,-2.393883,-0.030071,-0.005424
10.980000,602.802000,109.800000,-2.426911,-0.030125,-0.005410
10.990000,603.900500,109.900000,-2.460027,-0.030179,-0.005396
11.000000,605.000000,110.000000,-2.493234,-0.030233,-0.005381
11.010000,606.100500,110.100000,-2.526529,-0.030286,-0.005367
11.020000,607.202000,110.200000,-2.559914,-0.030340,-0.005353
11.030000,608.304500,110.300000,-2.593389,-0.030394,-0.005339
11.040000,609.408000,110.400000,-2.626952,-0.030447,-0.005324
11.050000,610.512500,110.500000,-2.660605,-0.030500,-0.005310
11.060000,611.618000,110.600000,-2.694347,-0.030553,-0.005295
11.070000,612.724500,110.700000,-2.728178,-0.030606,-0.005281
11.080000,613.832000,110.800000,-2.762098,-0.030659,-0.005266
11.090000,614.940500,110.900000,-2.796107,-0.030711,-0.005252
11.100000,616.050000,111.000000,-2.830205,-0.030764,-0.005237
11.110000,617.160500,111.100000,-2.864392,-0.030816,-0.005223
11.120000,618.272000,111.200000,-2.898667,-0.030868,-0.005208
11.130000,619.384500,111.300000,-2.933032,-0.030920,-0.005194
11.140000,620.498000,111.400000,-2.967485,-0.030972,-0.005179
11.150000,621.612500,111.500000,-3.002027,-0.031024,-0.005164
11.160000,622.728000,111.600000,-3.036657,-0.031075,-0.005150
11.170000,623.844500,111.700000,-3.071376,-0.031127,-0.005135
11.180000,624.962000,111.800000,-3.106183,-0.031178,-0.005120
11.190000,626.080500,111.900000,-3.141078,-0.031229,-0.005106
11.200000,627.200000,112.000000,-3.176062,-0.031280,-0.005091
11.210000,628.320500,112.100000,-3.211135,-0.031331,-0.005076
11.220000,629.442000,112.200000,-3.246295,-0.031382,-0.005061
11.230000,630.564500,112.300000,-3.281544,-0.031432,-0.005046
11.240000,631.688000,112.400000,-3.316880,-0.031483,-0.005031
11.250000,632.812500,112.500000,-3.352305,-0.031533,-0.005016
11.260000,633.938000,112.600000,-3.387817,-0.031583,-0.005001
11.270000,635.064500,112.700000,-3.423418,-0.031633,-0.004986
11.280000,636.192000,112.800000,-3.459106,-0.031683,-0.004971
11.290000,637.320500,112.900000,-3.494882,-0.031732,-0.004956
11.300000,638.450000,113.000000,-3.530746,-0.031782,-0.004941
11.310000,639.580500,113.100000,-3.566697,-0.031831,-0.004926
11.320000,640.712000,113.200000,-3.602735,-0.031880,-0.004911
11.330000,641.844500,113.300000,-3.638861,-0.031929,-0.004896
11.340000,642.978000,113.400000,-3.675075,-0.031978,-0.004881
11.350000,644.112500,113.500000,-3.711376,-0.032027,-0.004865
11.360000,645.248000,113.600000,-3.747764,-0.032076,-0.004850
11.370000,646.384500,113.700000,-3.784239,-0.032124,-0.004835
11.380000,647.522000,113.800000,-3.820801,-0.032172,-0.004820
11.390000,648.660500,113.900000,-3.857450,-0.032220,-0.004804
11.400000,649.800000,114.000000,-3.894186,-0.032268,-0.004789
11.410000,650.940500,114.100000,-3.931009,-0.032316,-0.004774
11.420000,652.082000,114.200000,-3.967919,-0.032364,-0.004758
11.430000,653.224500,114.300000,-4.004915,-0.032411,-0.004743
11.440000,654.368000,114.400000,-4.041998,-0.032459,-0.004727
11.450000,655.512500,114.500000,-4.079168,-0.032506,-0.004712
11.460000,656.658000,114.600000,-4.116423,-0.032553,-0.004696
11.470000,657.804500,114.700000,-4.153766,-0.032600,-0.004681
11.480000,658.952000,114.800000,-4.191194,-0.032646,-0.004665
11.490000,660.100500,114.900000,-4.228709,-0.032693,-0.004650
11.500000,661.250000,115.000000,-4.266309,-0.032739,-0.004634
11.510000,662.400500,115.100000,-4.303996,-0.032786,-0.004618
11.520000,663.552000,115.200000,-4.341769,-0.032832,-0.004603
11.530000,664.704500,115.300000,-4.379627,-0.032878,-0.004587
11.540000,665.858000,115.400000,-4.417571,-0.032924,-0.004571
11.550000,667.012500,115.500000,-4.455601,-0.032969,-0.004556
11.560000,668.168000,115.600000,-4.493716,-0.033015,-0.004540
11.570000,669.324500,115.700000,-4.531917,-0.033060,-0.004524
11.580000,670.482000,115.800000,-4.570203,-0.033105,-0.004508
11.590000,671.640500,115.900000,-4.608575,-0.033150,-0.004493
11.600000,672.800000,116.000000,-4.647031,-0.033195,-0.004477
11.610000,673.960500,116.100000,-4.685573,-0.033240,-0.004461
11.620000,675.122000,116.200000,-4.724200,-0.033284,-0.004445
11.630000,676.284500,116.300000,-4.762912,-0.033329,-0.004429
11.640000,677.448000,116.400000,-4.801708,-0.033373,-0.004413
11.650000,678.612500,116.500000,-4.840589,-0.033417,-0.004397
11.660000,679.778000,116.600000,-4.879555,-0.033461,-0.004381
11.670000,680.944500,116.700000,-4.918605,-0.033504,-0.004365
11.680000,682.112000,116.800000,-4.957740,-0.033548,-0.004349
11.690000,683.280500,116.900000,-4.996959,-0.033591,-0.004333
11.700000,684.450000,117.000000,-5.036262,-0.033635,-0.004317
11.710000,685.620500,117.100000,-5.075649,-0.033678,-0.004301
11.720000,686.792000,117.200000,-5.115120,-0.033721,-0.004285
11.730000,687.964500,117.300000,-5.154676,-0.033764,-0.004268
11.740000,689.138000,117.400000,-5.194315,-0.033806,-0.004252
11.750000,690.312500,117.500000,-5.234037,-0.033849,-0.004236
11.760000,691.488000,117.600000,-5.273844,-0.033891,-0.004220
11.770000,692.664500,117.700000,-5.313733,-0.033933,-0.004203
11.780000,693.842000,117.800000,-5.353706,-0.033975,-0.004187
11.790000,695.020500,117.900000,-5.393763,-0.034017,-0.004171
11.800000,696.200000,118.000000,-5.433902,-0.034058,-0.004154
11.810000,697.380500,118.100000,-5.474125,-0.034100,-0.004138
11.820000,698.562000,118.200000,-5.514430,-0.034141,-0.004122
11.830000,699.744500,118.300000,-5.554819,-0.034182,-0.004105
11.840000,700.928000,118.400000,-5.595290,-0.034223,-0.004089
11.850000,702.112500,118.500000,-5.635843,-0.034264,-0.004072
11.860000,703.298000,118.600000,-5.676480,-0.034305,-0.004056
11.870000,704.484500,118.700000,-5.717198,-0.034345,-0.004040
11.880000,705.672000,118.800000,-5.757999,-0.034385,-0.004023
11.890000,706.860500,118.900000,-5.798882,-0.034426,-0.004006
11.900000,708.050000,119.000000,-5.839847,-0.034466,-0.003990
11.910000,709.240500,119.100000,-5.880894,-0.034505,-0.003973
11.920000,710.432000,119.200000,-5.922022,-0.034545,-0.003957
11.930000,711.624500,119.300000,-5.963233,-0.034584,-0.003940
11.940000,712.818000,119.400000,-6.004525,-0.034624,-0.003923
11.950000,714.012500,119.500000,-6.045898,-0.034663,-0.003907
11.960000,715.208000,119.600000,-6.087352,-0.034702,-0.003890
11.970000,716.404500,119.700000,-6.128888,-0.034741,-0.003873
11.980000,717.602000,119.800000,-6.170505,-0.034779,-0.003857
11.990000,718.800500,119.900000,-6.212203,-0.034818,-0.003840
12.000000,720.000000,120.000000,-6.253982,-0.034856,-0.003823
12.010000,721.200500,120.100000,-6.295841,-0.034894,-0.003806
12.020000,722.402000,120.200000,-6.337781,-0.034932,-0.003789
12.030000,723.604500,120.300000,-6.379801,-0.034970,-0.003773
12.040000,724.808000,120.400000,-6.421902,-0.035008,-0.003756
12.050000,726.012500,120.500000,-6.464083,-0.035045,-0.003739
12.060000,727.218000,120.600000,-6.506344,-0.035083,-0.003722
12.070000,728.424500,120.700000,-6.548685,-0.035120,-0.003705
12.080000,729.632000,120.800000,-6.591105,-0.035157,-0.003688
12.090000,730.840500,120.900000,-6.633606,-0.035193,-0.003671
12.100000,732.050000,121.000000,-6.676186,-0.035230,-0.003654
12.110000,733.260500,121.100000,-6.718845,-0.035267,-0.003637
12.120000,734.472000,121.200000,-6.761584,-0.035303,-0.003620
12.130000,735.684500,121.300000,-6.804401,-0.035339,-0.003603
12.140000,736.898000,121.400000,-6.847298,-0.035375,-0.003586
12.150000,738.112500,121.500000,-6.890274,-0.035411,-0.003569
12.160000,739.328000,121.600000,-6.933328,-0.035446,-0.003552
12.170000,740.544500,121.700000,-6.976461,-0.035482,-0.003534
12.180000,741.762000,121.800000,-7.019672,-0.035517,-0.003517
12.190000,742.980500,121.900000,-7.062962,-0.035552,-0.003500
12.200000,744.200000,122.000000,-7.106330,-0.035587,-0.003483
12.210000,745.420500,122.100000,-7.149776,-0.035622,-0.003466
12.220000,746.642000,122.200000,-7.193300,-0.035656,-0.003448
12.230000,747.864500,122.300000,-7.236901,-0.035691,-0.003431
12.240000,749.088000,122.400000,-7.280580,-0.035725,-0.003414
12.250000,750.312500,122.500000,-7.324337,-0.035759,-0.003397
12.260000,751.538000,122.600000,-7.368171,-0.035793,-0.003379
12.270000,752.764500,122.700000,-7.412082,-0.035827,-0.003362
12.280000,753.992000,122.800000,-7.456071,-0.035860,-0.003345
12.290000,755.220500,122.900000,-7.500136,-0.035893,-0.003327
12.300000,756.450000,123.000000,-7.544278,-0.035927,-0.003310
12.310000,757.680500,123.100000,-7.588496,-0.035960,-0.003292
12.320000,758.912000,123.200000,-7.632791,-0.035992,-0.003275
12.330000,760.144500,123.300000,-7.677163,-0.036025,-0.003257
12.340000,761.378000,123.400000,-7.721610,-0.036058,-0.003240
12.350000,762.612500,123.500000,-7.766133,-0.036090,-0.003222
12.360000,763.848000,123.600000,-7.810733,-0.036122,-0.003205
12.370000,765.084500,123.700000,-7.855408,-0.036154,-0.003187
12.380000,766.322000,123.800000,-7.900158,-0.036186,-0.003170
12.390000,767.560500,123.900000,-7.944984,-0.036217,-0.003152
12.400000,768.800000,124.000000,-7.989885,-0.036249,-0.003135
12.410000,770.040500,124.100000,-8.034862,-0.036280,-0.003117
12.420000,771.282000,124.200000,-8.079913,-0.036311,-0.003100
12.430000,772.524500,124.300000,-8.125039,-0.036342,-0.003082
12.440000,773.768000,124.400000,-8.170239,-0.036373,-0.003064
12.450000,775.012500,124.500000,-8.215515,-0.036403,-0.003047
12.460000,776.258000,124.600000,-8.260864,-0.036434,-0.003029
12.470000,777.504500,124.700000,-8.306287,-0.036464,-0.003011
12.480000,778.752000,124.800000,-8.351785,-0.036494,-0.002993
12.490000,780.000500,124.900000,-8.397356,-0.036524,-0.002976
12.500000,781.250000,125.000000,-8.443001,-0.036553,-0.002958
12.510000,782.500500,125.100000,-8.488720,-0.036583,-0.002940
12.520000,783.752000,125.200000,-8.534511,-0.036612,-0.002922
12.530000,785.004500,125.300000,-8.580376,-0.036641,-0.002904
12.540000,786.258000,125.400000,-8.626314,-0.036670,-0.002887
12.550000,787.512500,125.500000,-8.672325,-0.036699,-0.002869
12.560000,788.768000,125.600000,-8.718408,-0.036728,-0.002851
12.570000,790.024500,125.700000,-8.764564,-0.036756,-0.002833
12.580000,791.282000,125.800000,-8.810793,-0.036784,-0.002815
12.590000,792.540500,125.900000,-8.857093,-0.036812,-0.002797
12.600000,793.800000,126.000000,-8.903465,-0.036840,-0.002779
12.610000,795.060500,126.100000,-8.949910,-0.036868,-0.002761
12.620000,796.322000,126.200000,-8.996426,-0.036896,-0.002743
12.630000,797.584500,126.300000,-9.043013,-0.036923,-0.002725
12.640000,798.848000,126.400000,-9.089672,-0.036950,-0.002707
12.650000,800.112500,126.500000,-9.136402,-0.036977,-0.002689
12.660000,801.378000,126.600000,-9.183202,-0.037004,-0.002671
12.670000,802.644500,126.700000,-9.230074,-0.037030,-0.002653
12.680000,803.912000,126.800000,-9.277016,-0.037057,-0.002635
12.690000,805.180500,126.900000,-9.324029,-0.037083,-0.002617
12.700000,806.450000,127.000000,-9.371112,-0.037109,-0.002599
12.710000,807.720500,127.100000,-9.418265,-0.037135,-0.002581
12.720000,808.992000,127.200000,-9.465488,-0.037161,-0.002563
12.730000,810.264500,127.300000,-9.512780,-0.037186,-0.002545
12.740000,811.538000,127.400000,-9.560143,-0.037212,-0.002526
12.750000,812.812500,127.500000,-9.607574,-0.037237,-0.002508
12.760000,814.088000,127.600000,-9.655075,-0.037262,-0.002490
12.770000,815.364500,127.700000,-9.702645,-0.037287,-0.002472
12.780000,816.642000,127.800000,-9.750283,-0.037311,-0.002454
12.790000,817.920500,127.900000,-9.797991,-0.037336,-0.002435
12.800000,819.200000,128.000000,-9.845766,-0.037360,-0.002417
12.810000,820.480500,128.100000,-9.893610,-0.037384,-0.002399
12.820000,821.762000,128.200000,-9.941522,-0.037408,-0.002381
12.830000,823.044500,128.300000,-9.989502,-0.037432,-0.002362
12.840000,824.328000,128.400000,-10.037550,-0.037455,-0.002344
12.850000,825.612500,128.500000,-10.085665,-0.037479,-0.002326
12.860000,826.898000,128.600000,-10.133847,-0.037502,-0.002307
12.870000,828.184500,128.700000,-10.182097,-0.037525,-0.002289
12.880000,829.472000,128.800000,-10.230414,-0.037548,-0.002271
12.890000,830.760500,128.900000,-10.278797,-0.037570,-0.002252
12.900000,832.050000,129.000000,-10.327247,-0.037593,-0.002234
12.910000,833.340500,129.100000,-10.375763,-0.037615,-0.002215
12.920000,834.632000,129.200000,-10.424346,-0.037637,-0.002197
12.930000,835.924500,129.300000,-10.472994,-0.037659,-0.002178
12.940000,837.218000,129.400000,-10.521708,-0.037681,-0.002160
12.950000,838.512500,129.500000,-10.570488,-0.037702,-0.002142
12.960000,839.808000,129.600000,-10.619333,-0.037723,-0.002123
12.970000,841.104500,129.700000,-10.668244,-0.037744,-0.002105
12.980000,842.402000,129.800000,-10.717219,-0.037765,-0.002086
12.990000,843.700500,129.900000,-10.766260,-0.037786,-0.002068
13.000000,845.000000,130.000000,-10.815365,-0.037807,-0.002049
13.010000,846.300500,130.100000,-10.864534,-0.037827,-0.002030
13.020000,847.602000,130.200000,-10.913768,-0.037847,-0.002012
13.030000,848.904500,130.300000,-10.963065,-0.037867,-0.001993
13.040000,850.208000,130.400000,-11.012426,-0.037887,-0.001975
13.050000,851.512500,130.500000,-11.061851,-0.037907,-0.001956
13.060000,852.818000,130.600000,-11.111340,-0.037926,-0.001938
13.070000,854.124500,130.700000,-11.160891,-0.037946,-0.001919
13.080000,855.432000,130.800000,-11.210506,-0.037965,-0.001900
13.090000,856.740500,130.900000,-11.260183,-0.037984,-0.001882
13.100000,858.050000,131.000000,-11.309923,-0.038002,-0.001863
13.110000,859.360500,131.100000,-11.359726,-0.038021,-0.001844
13.120000,860.672000,131.200000,-11.409590,-0.038039,-0.001826
13.130000,861.984500,131.300000,-11.459517,-0.038057,-0.001807
13.140000,863.298000,131.400000,-11.509505,-0.038075,-0.001788
13.150000,864.612500,131.500000,-11.559555,-0.038093,-0.001769
13.160000,865.928000,131.600000,-11.609666,-0.038111,-0.001751
13.170000,867.244500,131.700000,-11.659838,-0.038128,-0.001732
13.180000,868.562000,131.800000,-11.710071,-0.038145,-0.001713
13.190000,869.880500,131.900000,-11.760365,-0.038162,-0.001694
13.200000,871.200000,132.000000,-11.810720,-0.038179,-0.001676
13.210000,872.520500,132.100000,-11.861134,-0.038196,-0.001657
13.220000,873.842000,132.200000,-11.911609,-0.038212,-0.001638
13.230000,875.164500,132.300000,-11.962144,-0.038229,-0.001619
13.240000,876.488000,132.400000,-12.012738,-0.038245,-0.001600
13.250000,877.812500,132.500000,-12.063391,-0.038261,-0.001582
13.260000,879.138000,132.600000,-12.114104,-0.038276,-0.001563
13.270000,880.464500,132.700000,-12.164876,-0.038292,-0.001544
13.280000,881.792000,132.800000,-12.215706,-0.038307,-0.001525
13.290000,883.120500,132.900000,-12.266595,-0.038323,-0.001506
13.300000,884.450000,133.000000,-12.317543,-0.038337,-0.001487
13.310000,885.780500,133.100000,-12.368548,-0.038352,-0.001468
13.320000,887.112000,133.200000,-12.419611,-0.038367,-0.001449
13.330000,888.444500,133.300000,-12.470732,-0.038381,-0.001431
13.340000,889.778000,133.400000,-12.521911,-0.038395,-0.001412
13.350000,891.112500,133.500000,-12.573146,-0.038409,-0.001393
13.360000,892.448000,133.600000,-12.624439,-0.038423,-0.001374
13.370000,893.784500,133.700000,-12.675788,-0.038437,-0.001355
13.380000,895.122000,133.800000,-12.727194,-0.038450,-0.001336
13.390000,896.460500,133.900000,-12.778656,-0.038464,-0.001317
13.400000,897.800000,134.000000,-12.830175,-0.038477,-0.001298
13.410000,899.140500,134.100000,-12.881749,-0.038490,-0.001279
13.420000,900.482000,134.200000,-12.933378,-0.038502,-0.001260
13.430000,901.824500,134.300000,-12.985063,-0.038515,-0.001241
13.440000,903.168000,134.400000,-13.036804,-0.038527,-0.001222
13.450000,904.512500,134.500000,-13.088599,-0.038539,-0.001203
13.460000,905.858000,134.600000,-13.140449,-0.038551,-0.001184
13.470000,907.204500,134.700000,-13.192353,-0.038563,-0.001165
13.480000,908.552000,134.800000,-13.244311,-0.038575,-0.001146
13.490000,909.900500,134.900000,-13.296324,-0.038586,-0.001127
13.500000,911.250000,135.000000,-13.348390,-0.038597,-0.001107
13.510000,912.600500,135.100000,-13.400510,-0.038608,-0.001088
13.520000,913.952000,135.200000,-13.452683,-0.038619,-0.001069
13.530000,915.304500,135.300000,-13.504909,-0.038629,-0.001050
13.540000,916.658000,135.400000,-13.557188,-0.038640,-0.001031
13.550000,918.012500,135.500000,-13.609520,-0.038650,-0.001012
13.560000,919.368000,135.600000,-13.661904,-0.038660,-0.000993
13.570000,920.724500,135.700000,-13.714340,-0.038670,-0.000974
13.580000,922.082000,135.800000,-13.766828,-0.038680,-0.000955
13.590000,923.440500,135.900000,-13.819367,-0.038689,-0.000935
13.600000,924.800000,136.000000,-13.871958,-0.038698,-0.000916
13.610000,926.160500,136.100000,-13.924600,-0.038707,-0.000897
13.620000,927.522000,136.200000,-13.977293,-0.038716,-0.000878
13.630000,928.884500,136.300000,-14.030037,-0.038725,-0.000859
13.640000,930.248000,136.400000,-14.082831,-0.038733,-0.000840
13.650000,931.612500,136.500000,-14.135675,-0.038742,-0.000820
13.660000,932.978000,136.600000,-14.188569,-0.038750,-0.000801
13.670000,934.344500,136.700000,-14.241513,-0.038758,-0.000782
13.680000,935.712000,136.800000,-14.294506,-0.038765,-0.000763
13.690000,937.080500,136.900000,-14.347548,-0.038773,-0.000744
13.700000,938.450000,137.000000,-14.400640,-0.038780,-0.000724
13.710000,939.820500,137.100000,-14.453780,-0.038787,-0.000705
13.720000,941.192000,137.200000,-14.506968,-0.038794,-0.000686
13.730000,942.564500,137.300000,-14.560205,-0.038801,-0.000667
13.740000,943.938000,137.400000,-14.613489,-0.038808,-0.000647
13.750000,945.312500,137.500000,-14.666821,-0.038814,-0.000628
13.760000,946.688000,137.600000,-14.720201,-0.038820,-0.000609
13.770000,948.064500,137.700000,-14.773628,-0.038826,-0.000589
13.780000,949.442000,137.800000,-14.827102,-0.038832,-0.000570
13.790000,950.820500,137.900000,-14.880622,-0.038838,-0.000551
13.800000,952.200000,138.000000,-14.934189,-0.038843,-0.000532
13.810000,953.580500,138.100000,-14.987802,-0.038848,-0.000512
13.820000,954.962000,138.200000,-15.041461,-0.038853,-0.000493
13.830000,956.344500,138.300000,-15.095166,-0.038858,-0.000474
13.840000,957.728000,138.400000,-15.148916,-0.038863,-0.000454
13.850000,959.112500,138.500000,-15.202711,-0.038867,-0.000435
13.860000,960.498000,138.600000,-15.256551,-0.038871,-0.000416
13.870000,961.884500,138.700000,-15.310435,-0.038876,-0.000396
13.880000,963.272000,138.800000,-15.364364,-0.038879,-0.000377
13.890000,964.660500,138.900000,-15.418337,-0.038883,-0.000358
13.900000,966.050000,139.000000,-15.472354,-0.038887,-0.000338
13.910000,967.440500,139.100000,-15.526415,-0.038890,-0.000319
13.920000,968.832000,139.200000,-15.580519,-0.038893,-0.000300
13.930000,970.224500,139.300000,-15.634666,-0.038896,-0.000280
13.940000,971.618000,139.400000,-15.688855,-0.038899,-0.000261
13.950000,973.012500,139.500000,-15.743087,-0.038901,-0.000242
13.960000,974.408000,139.600000,-15.797362,-0.038903,-0.000222
13.970000,975.804500,139.700000,-15.851678,-0.038906,-0.000203
13.980000,977.202000,139.800000,-15.906037,-0.038907,-0.000184
13.990000,978.600500,139.900000,-15.960436,-0.038909,-0.000164
14.000000,980.000000,140.000000,-16.014877,-0.038911,-0.000145
14.010000,981.400500,140.100000,-16.069359,-0.038912,-0.000125
14.020000,982.802000,140.200000,-16.123881,-0.038913,-0.000106
14.030000,984.204500,140.300000,-16.178444,-0.038914,-0.000087
14.040000,985.608000,140.400000,-16.233047,-0.038915,-0.000067
14.050000,987.012500,140.500000,-16.287690,-0.038916,-0.000048
14.060000,988.418000,140.600000,-16.342372,-0.038916,-0.000028
14.070000,989.824500,140.700000,-16.397094,-0.038916,-0.000009
14.080000,991.232000,140.800000,-16.451854,-0.038916,0.000010
14.090000,992.640500,140.900000,-16.506654,-0.038916,0.000030
14.100000,994.050000,141.000000,-16.561492,-0.038916,0.000049
14.110000,995.460500,141.100000,-16.616368,-0.038915,0.000069
14.120000,996.872000,141.200000,-16.671282,-0.038914,0.000088
14.130000,998.284500,141.300000,-16.726234,-0.038913,0.000108
14.140000,999.698000,141.400000,-16.781223,-0.038912,0.000127
14.150000,1001.112500,141.500000,-16.836249,-0.038911,0.000146
14.160000,1002.528000,141.600000,-16.891312,-0.038909,0.000166
14.170000,1003.944500,141.700000,-16.946412,-0.038907,0.000185
14.180000,1005.362000,141.800000,-17.001548,-0.038905,0.000205
14.190000,1006.780500,141.900000,-17.056719,-0.038903,0.000224
14.200000,1008.200000,142.000000,-17.111927,-0.038901,0.000244
14.210000,1009.620500,142.100000,-17.167170,-0.038898,0.000263
14.220000,1011.042000,142.200000,-17.222448,-0.038896,0.000282
14.230000,1012.464500,142.300000,-17.277761,-0.038893,0.000302
14.240000,1013.888000,142.400000,-17.333109,-0.038890,0.000321
14.250000,1015.312500,142.500000,-17.388491,-0.038886,0.000341
14.260000,1016.738000,142.600000,-17.443907,-0.038883,0.000360
14.270000,1018.164500,142.700000,-17.499357,-0.038879,0.000380
14.280000,1019.592000,142.800000,-17.554840,-0.038875,0.000399
14.290000,1021.020500,142.900000,-17.610356,-0.038871,0.000419
14.300000,1022.450000,143.000000,-17.665905,-0.038867,0.000438
14.310000,1023.880500,143.100000,-17.721487,-0.038862,0.000457
14.320000,1025.312000,143.200000,-17.777101,-0.038858,0.000477
14.330000,1026.744500,143.300000,-17.832747,-0.038853,0.000496
14.340000,1028.178000,143.400000,-17.888425,-0.038848,0.000516
14.350000,1029.612500,143.500000,-17.944135,-0.038842,0.000535
